Id,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,cat_crop
920,West Bengal,MURSHIDABAD,2012,Autumn     ,Groundnut,15,24,Nuts
921,West Bengal,MURSHIDABAD,2012,Autumn     ,Maize,518,1210,Cereal
922,West Bengal,MURSHIDABAD,2012,Autumn     ,Rice,11682,26953,Cereal
923,West Bengal,MURSHIDABAD,2012,Autumn     ,Sesamum,90,76,Oilseeds
924,West Bengal,MURSHIDABAD,2012,Kharif     ,Jute,159497,2176807,fibres
925,West Bengal,MURSHIDABAD,2012,Kharif     ,Mesta,736,8773,fibres
926,West Bengal,MURSHIDABAD,2012,Kharif     ,Moong(Green Gram),90,59,Fruits
927,West Bengal,MURSHIDABAD,2012,Kharif     ,Sunflower,40,45,Oilseeds
928,West Bengal,MURSHIDABAD,2012,Kharif     ,Urad,9412,6112,Pulses
929,West Bengal,MURSHIDABAD,2012,Rabi       ,Arhar/Tur,26,33,Pulses
930,West Bengal,MURSHIDABAD,2012,Rabi       ,Barley,335,618,Cereal
931,West Bengal,MURSHIDABAD,2012,Rabi       ,Gram,5679,6877,Beans
932,West Bengal,MURSHIDABAD,2012,Rabi       ,Groundnut,238,764,Nuts
933,West Bengal,MURSHIDABAD,2012,Rabi       ,Khesari,8950,8402,Vegetables
934,West Bengal,MURSHIDABAD,2012,Rabi       ,Linseed,121,36,Oilseeds
935,West Bengal,MURSHIDABAD,2012,Rabi       ,Maize,2914,11029,Cereal
936,West Bengal,MURSHIDABAD,2012,Rabi       ,Masoor,15475,15115,Pulses
937,West Bengal,MURSHIDABAD,2012,Rabi       ,Moong(Green Gram),35,52,Fruits
938,West Bengal,MURSHIDABAD,2012,Rabi       ,Peas & beans (Pulses),2092,3217,Pulses
939,West Bengal,MURSHIDABAD,2012,Rabi       ,Potato,13073,364716,Vegetables
940,West Bengal,MURSHIDABAD,2012,Rabi       ,Rapeseed &Mustard,87108,94679,Oilseeds
941,West Bengal,MURSHIDABAD,2012,Rabi       ,Urad,2774,2943,Pulses
942,West Bengal,MURSHIDABAD,2012,Rabi       ,Wheat,99243,285342,Cereal
943,West Bengal,MURSHIDABAD,2012,Summer     ,Groundnut,235,687,Nuts
944,West Bengal,MURSHIDABAD,2012,Summer     ,Maize,1505,6949,Cereal
945,West Bengal,MURSHIDABAD,2012,Summer     ,Moong(Green Gram),222,136,Fruits
946,West Bengal,MURSHIDABAD,2012,Summer     ,Rice,114063,392066,Cereal
947,West Bengal,MURSHIDABAD,2012,Summer     ,Sesamum,18455,13050,Oilseeds
948,West Bengal,MURSHIDABAD,2012,Whole Year ,Sugarcane,3708,302375,Sugarcane
949,West Bengal,MURSHIDABAD,2012,Winter     ,Rice,226641,554681,Cereal
950,West Bengal,MURSHIDABAD,2012,Winter     ,Sesamum,66,59,Oilseeds
951,West Bengal,MURSHIDABAD,2013,Autumn     ,Groundnut,25,32,Nuts
952,West Bengal,MURSHIDABAD,2013,Autumn     ,Maize,588,1519,Cereal
953,West Bengal,MURSHIDABAD,2013,Autumn     ,Rice,11617,30039,Cereal
954,West Bengal,MURSHIDABAD,2013,Autumn     ,Sesamum,129,163,Oilseeds
955,West Bengal,MURSHIDABAD,2013,Kharif     ,Horse-gram,30,29,Beans
956,West Bengal,MURSHIDABAD,2013,Kharif     ,Jute,154583,2286243,fibres
957,West Bengal,MURSHIDABAD,2013,Kharif     ,Mesta,717,9450,fibres
958,West Bengal,MURSHIDABAD,2013,Kharif     ,Moong(Green Gram),105,66,Fruits
959,West Bengal,MURSHIDABAD,2013,Kharif     ,Sunflower,59,60,Oilseeds
960,West Bengal,MURSHIDABAD,2013,Kharif     ,Urad,14039,11272,Pulses
961,West Bengal,MURSHIDABAD,2013,Rabi       ,Arhar/Tur,69,100,Pulses
962,West Bengal,MURSHIDABAD,2013,Rabi       ,Barley,359,539,Cereal
963,West Bengal,MURSHIDABAD,2013,Rabi       ,Gram,5852,6705,Beans
964,West Bengal,MURSHIDABAD,2013,Rabi       ,Groundnut,235,761,Nuts
965,West Bengal,MURSHIDABAD,2013,Rabi       ,Khesari,9157,10335,Vegetables
966,West Bengal,MURSHIDABAD,2013,Rabi       ,Linseed,125,44,Oilseeds
967,West Bengal,MURSHIDABAD,2013,Rabi       ,Maize,4072,18601,Cereal
968,West Bengal,MURSHIDABAD,2013,Rabi       ,Masoor,15676,16201,Pulses
969,West Bengal,MURSHIDABAD,2013,Rabi       ,Moong(Green Gram),50,66,Fruits
970,West Bengal,MURSHIDABAD,2013,Rabi       ,Peas & beans (Pulses),1823,3208,Pulses
971,West Bengal,MURSHIDABAD,2013,Rabi       ,Potato,13191,298857,Vegetables
972,West Bengal,MURSHIDABAD,2013,Rabi       ,Rapeseed &Mustard,87179,95886,Oilseeds
973,West Bengal,MURSHIDABAD,2013,Rabi       ,Urad,5315,5517,Pulses
974,West Bengal,MURSHIDABAD,2013,Rabi       ,Wheat,104316,288334,Cereal
975,West Bengal,MURSHIDABAD,2013,Summer     ,Groundnut,223,658,Nuts
976,West Bengal,MURSHIDABAD,2013,Summer     ,Maize,1423,6923,Cereal
977,West Bengal,MURSHIDABAD,2013,Summer     ,Moong(Green Gram),238,144,Fruits
978,West Bengal,MURSHIDABAD,2013,Summer     ,Rice,119769,411888,Cereal
979,West Bengal,MURSHIDABAD,2013,Summer     ,Sesamum,18542,17159,Oilseeds
980,West Bengal,MURSHIDABAD,2013,Whole Year ,Sugarcane,3781,271620,Sugarcane
981,West Bengal,MURSHIDABAD,2013,Winter     ,Rice,219346,674772,Cereal
982,West Bengal,MURSHIDABAD,2013,Winter     ,Sesamum,43,27,Oilseeds
983,West Bengal,MURSHIDABAD,2014,Autumn     ,Groundnut,32,47,Nuts
984,West Bengal,MURSHIDABAD,2014,Autumn     ,Maize,1699,10763,Cereal
985,West Bengal,MURSHIDABAD,2014,Autumn     ,Rice,18234,46997,Cereal
986,West Bengal,MURSHIDABAD,2014,Autumn     ,Sesamum,128,170,Oilseeds
987,West Bengal,MURSHIDABAD,2014,Kharif     ,Jute,154776,2225245,fibres
988,West Bengal,MURSHIDABAD,2014,Kharif     ,Mesta,870,8708,fibres
989,West Bengal,MURSHIDABAD,2014,Kharif     ,Moong(Green Gram),115,76,Fruits
990,West Bengal,MURSHIDABAD,2014,Kharif     ,Sunflower,69,74,Oilseeds
991,West Bengal,MURSHIDABAD,2014,Kharif     ,Urad,15048,11443,Pulses
992,West Bengal,MURSHIDABAD,2014,Rabi       ,Arhar/Tur,145,242,Pulses
993,West Bengal,MURSHIDABAD,2014,Rabi       ,Barley,391,560,Cereal
994,West Bengal,MURSHIDABAD,2014,Rabi       ,Gram,5462,6787,Beans
995,West Bengal,MURSHIDABAD,2014,Rabi       ,Groundnut,237,763,Nuts
996,West Bengal,MURSHIDABAD,2014,Rabi       ,Horse-gram,30,29,Beans
997,West Bengal,MURSHIDABAD,2014,Rabi       ,Khesari,9239,8225,Vegetables
998,West Bengal,MURSHIDABAD,2014,Rabi       ,Linseed,233,97,Oilseeds
999,West Bengal,MURSHIDABAD,2014,Rabi       ,Maize,4291,19786,Cereal
1000,West Bengal,MURSHIDABAD,2014,Rabi       ,Masoor,16922,19369,Pulses
1001,West Bengal,MURSHIDABAD,2014,Rabi       ,Moong(Green Gram),42,57,Fruits
1002,West Bengal,MURSHIDABAD,2014,Rabi       ,Peas & beans (Pulses),2294,4157,Pulses
1003,West Bengal,MURSHIDABAD,2014,Rabi       ,Potato,11769,392480,Vegetables
1004,West Bengal,MURSHIDABAD,2014,Rabi       ,Rapeseed &Mustard,88628,104301,Oilseeds
1005,West Bengal,MURSHIDABAD,2014,Rabi       ,Urad,4045,4231,Pulses
1006,West Bengal,MURSHIDABAD,2014,Rabi       ,Wheat,104907,300497,Cereal
1007,West Bengal,MURSHIDABAD,2014,Summer     ,Groundnut,230,531,Nuts
1008,West Bengal,MURSHIDABAD,2014,Summer     ,Maize,1457,6782,Cereal
1009,West Bengal,MURSHIDABAD,2014,Summer     ,Moong(Green Gram),366,222,Fruits
1010,West Bengal,MURSHIDABAD,2014,Summer     ,Rice,126504,457147,Cereal
1011,West Bengal,MURSHIDABAD,2014,Summer     ,Sesamum,20433,18620,Oilseeds
1012,West Bengal,MURSHIDABAD,2014,Whole Year ,Sugarcane,4278,312958,Sugarcane
1013,West Bengal,MURSHIDABAD,2014,Winter     ,Rice,222718,686341,Cereal
1014,West Bengal,MURSHIDABAD,2014,Winter     ,Sesamum,80,50,Oilseeds
1015,West Bengal,NADIA,1997,Autumn     ,Rice,55567,98910,Cereal
1016,West Bengal,NADIA,1997,Kharif     ,Jute,134358,1721760,fibres
1017,West Bengal,NADIA,1997,Kharif     ,Mesta,512,5110,fibres
1018,West Bengal,NADIA,1997,Kharif     ,Urad,9866,5540,Pulses
1019,West Bengal,NADIA,1997,Rabi       ,Gram,8547,4050,Beans
1020,West Bengal,NADIA,1997,Rabi       ,Khesari,1757,920,Vegetables
1021,West Bengal,NADIA,1997,Rabi       ,Masoor,18011,10860,Pulses
1022,West Bengal,NADIA,1997,Rabi       ,Oilseeds total,8580100,7556300,Oilseeds total
1023,West Bengal,NADIA,1997,Rabi       ,Wheat,52176,117720,Cereal
1024,West Bengal,NADIA,1997,Summer     ,Moong(Green Gram),970,25,Fruits
1025,West Bengal,NADIA,1997,Summer     ,Rice,121367,376870,Cereal
1026,West Bengal,NADIA,1997,Whole Year ,Arecanut,235,194,Nuts
1027,West Bengal,NADIA,1997,Whole Year ,Arhar/Tur,182,180,Pulses
1028,West Bengal,NADIA,1997,Whole Year ,Barley,123,120,Cereal
1029,West Bengal,NADIA,1997,Whole Year ,Coconut ,745,11547,Fruits
1030,West Bengal,NADIA,1997,Whole Year ,Dry chillies,3691,4753,Species
1031,West Bengal,NADIA,1997,Whole Year ,Groundnut,3850,6095,Nuts
1032,West Bengal,NADIA,1997,Whole Year ,Linseed,454,300,Oilseeds
1033,West Bengal,NADIA,1997,Whole Year ,Maize,250,470,Cereal
1034,West Bengal,NADIA,1997,Whole Year ,Potato,5337,112885,Vegetables
1035,West Bengal,NADIA,1997,Whole Year ,Pulses total,4094900,2266000,Pulses total
1036,West Bengal,NADIA,1997,Whole Year ,Rapeseed &Mustard,67792,55040,Oilseeds
1037,West Bengal,NADIA,1997,Whole Year ,Sesamum,13705,14128,Oilseeds
1038,West Bengal,NADIA,1997,Whole Year ,Sugarcane,1779,123800,Sugarcane
1039,West Bengal,NADIA,1997,Whole Year ,Turmeric,1178,2244,Species
1040,West Bengal,NADIA,1997,Winter     ,Rice,127051,271480,Cereal
1041,West Bengal,NADIA,1998,Autumn     ,Rice,60217,106400,Cereal
1042,West Bengal,NADIA,1998,Kharif     ,Arhar/Tur,88,70,Pulses
1043,West Bengal,NADIA,1998,Kharif     ,Dry ginger,168,143,Species
1044,West Bengal,NADIA,1998,Kharif     ,Jute,126682,1682480,fibres
1045,West Bengal,NADIA,1998,Kharif     ,Maize,45,140,Cereal
1046,West Bengal,NADIA,1998,Kharif     ,Mesta,189,1530,fibres
1047,West Bengal,NADIA,1998,Kharif     ,Small millets,5,2,Cereal
1048,West Bengal,NADIA,1998,Kharif     ,Urad,7665,3630,Pulses
1049,West Bengal,NADIA,1998,Rabi       ,Barley,24,40,Cereal
1050,West Bengal,NADIA,1998,Rabi       ,Gram,6538,5750,Beans
1051,West Bengal,NADIA,1998,Rabi       ,Khesari,1491,880,Vegetables
1052,West Bengal,NADIA,1998,Rabi       ,Linseed,1273,600,Oilseeds
1053,West Bengal,NADIA,1998,Rabi       ,Masoor,18252,13460,Pulses
1054,West Bengal,NADIA,1998,Rabi       ,Peas & beans (Pulses),3670,2780,Pulses
1055,West Bengal,NADIA,1998,Rabi       ,Rapeseed &Mustard,71682,54370,Oilseeds
1056,West Bengal,NADIA,1998,Rabi       ,Wheat,52147,112510,Cereal
1057,West Bengal,NADIA,1998,Summer     ,Moong(Green Gram),500,160,Fruits
1058,West Bengal,NADIA,1998,Summer     ,Rice,125158,516429,Cereal
1059,West Bengal,NADIA,1998,Whole Year ,Arecanut,242,206,Nuts
1060,West Bengal,NADIA,1998,Whole Year ,Coconut ,767,11505,Fruits
1061,West Bengal,NADIA,1998,Whole Year ,Dry chillies,3553,4586,Species
1062,West Bengal,NADIA,1998,Whole Year ,Groundnut,5113,7696,Nuts
1063,West Bengal,NADIA,1998,Whole Year ,Potato,4823,98541,Vegetables
1064,West Bengal,NADIA,1998,Whole Year ,Sesamum,14139,14587,Oilseeds
1065,West Bengal,NADIA,1998,Whole Year ,Sugarcane,1238,81460,Sugarcane
1066,West Bengal,NADIA,1998,Whole Year ,Turmeric,1118,2130,Species
1067,West Bengal,NADIA,1998,Winter     ,Rice,119747,220890,Cereal
1068,West Bengal,NADIA,1999,Autumn     ,Dry chillies,1720,2408,Species
1069,West Bengal,NADIA,1999,Autumn     ,Rice,59940,124450,Cereal
1070,West Bengal,NADIA,1999,Autumn     ,Sesamum,5,1,Oilseeds
1071,West Bengal,NADIA,1999,Kharif     ,Arhar/Tur,61,74,Pulses
1072,West Bengal,NADIA,1999,Kharif     ,Dry ginger,245,219,Species
1073,West Bengal,NADIA,1999,Kharif     ,Jute,128774,1810740,fibres
1074,West Bengal,NADIA,1999,Kharif     ,Maize,86,180,Cereal
1075,West Bengal,NADIA,1999,Kharif     ,Mesta,315,3550,fibres
1076,West Bengal,NADIA,1999,Kharif     ,Small millets,5,3,Cereal
1077,West Bengal,NADIA,1999,Kharif     ,Urad,10924,4708,Pulses
1078,West Bengal,NADIA,1999,Rabi       ,Barley,198,59,Cereal
1079,West Bengal,NADIA,1999,Rabi       ,Dry chillies,2041,2539,Species
1080,West Bengal,NADIA,1999,Rabi       ,Gram,8663,5596,Beans
1081,West Bengal,NADIA,1999,Rabi       ,Groundnut,3245,5844,Nuts
1082,West Bengal,NADIA,1999,Rabi       ,Khesari,1792,960,Vegetables
1083,West Bengal,NADIA,1999,Rabi       ,Linseed,756,449,Oilseeds
1084,West Bengal,NADIA,1999,Rabi       ,Masoor,23904,14127,Pulses
1085,West Bengal,NADIA,1999,Rabi       ,Moong(Green Gram),167,94,Fruits
1086,West Bengal,NADIA,1999,Rabi       ,Peas & beans (Pulses),2507,1995,Pulses
1087,West Bengal,NADIA,1999,Rabi       ,Rapeseed &Mustard,66464,52815,Oilseeds
1088,West Bengal,NADIA,1999,Rabi       ,Urad,5007,2368,Pulses
1089,West Bengal,NADIA,1999,Rabi       ,Wheat,52184,120097,Cereal
1090,West Bengal,NADIA,1999,Summer     ,Groundnut,3225,4838,Nuts
1091,West Bengal,NADIA,1999,Summer     ,Moong(Green Gram),740,210,Fruits
1092,West Bengal,NADIA,1999,Summer     ,Rice,133652,454510,Cereal
1093,West Bengal,NADIA,1999,Summer     ,Sesamum,14557,15220,Oilseeds
1094,West Bengal,NADIA,1999,Whole Year ,Arecanut,243,208,Nuts
1095,West Bengal,NADIA,1999,Whole Year ,Coconut ,768,11520,Fruits
1096,West Bengal,NADIA,1999,Whole Year ,Sugarcane,1163,68946,Sugarcane
1097,West Bengal,NADIA,1999,Whole Year ,Tobacco,68,39,Commercial
1098,West Bengal,NADIA,1999,Whole Year ,Turmeric,1078,1602,Species
1099,West Bengal,NADIA,1999,Winter     ,Potato,3709,65943,Vegetables
1100,West Bengal,NADIA,1999,Winter     ,Rice,126188,237850,Cereal
1101,West Bengal,NADIA,1999,Winter     ,Sesamum,63,37,Oilseeds
1102,West Bengal,NADIA,2000,Autumn     ,Rice,53425,98840,Cereal
1103,West Bengal,NADIA,2000,Kharif     ,Arhar/Tur,1593,1060,Pulses
1104,West Bengal,NADIA,2000,Kharif     ,Dry ginger,200,29,Species
1105,West Bengal,NADIA,2000,Kharif     ,Jowar,25,12,Cereal
1106,West Bengal,NADIA,2000,Kharif     ,Jute,130313,1702760,fibres
1107,West Bengal,NADIA,2000,Kharif     ,Maize,262,630,Cereal
1108,West Bengal,NADIA,2000,Kharif     ,Mesta,1076,7730,fibres
1109,West Bengal,NADIA,2000,Kharif     ,Moong(Green Gram),20,10,Fruits
1110,West Bengal,NADIA,2000,Kharif     ,Small millets,65,30,Cereal
1111,West Bengal,NADIA,2000,Kharif     ,Urad,6355,2450,Pulses
1112,West Bengal,NADIA,2000,Rabi       ,Barley,218,110,Cereal
1113,West Bengal,NADIA,2000,Rabi       ,Gram,18171,15770,Beans
1114,West Bengal,NADIA,2000,Rabi       ,Groundnut,3875,6684,Nuts
1115,West Bengal,NADIA,2000,Rabi       ,Khesari,4858,3270,Vegetables
1116,West Bengal,NADIA,2000,Rabi       ,Linseed,4715,1470,Oilseeds
1117,West Bengal,NADIA,2000,Rabi       ,Masoor,21707,18640,Pulses
1118,West Bengal,NADIA,2000,Rabi       ,Moong(Green Gram),183,107,Fruits
1119,West Bengal,NADIA,2000,Rabi       ,Peas & beans (Pulses),2556,2010,Pulses
1120,West Bengal,NADIA,2000,Rabi       ,Rapeseed &Mustard,81569,72620,Oilseeds
1121,West Bengal,NADIA,2000,Rabi       ,Urad,751,415,Pulses
1122,West Bengal,NADIA,2000,Rabi       ,Wheat,60417,148490,Cereal
1123,West Bengal,NADIA,2000,Summer     ,Groundnut,3435,5211,Nuts
1124,West Bengal,NADIA,2000,Summer     ,Moong(Green Gram),840,433,Fruits
1125,West Bengal,NADIA,2000,Summer     ,Rice,147670,506357,Cereal
1126,West Bengal,NADIA,2000,Whole Year ,Arecanut,264,264,Nuts
1127,West Bengal,NADIA,2000,Whole Year ,Coconut ,772,11611.7,Fruits
1128,West Bengal,NADIA,2000,Whole Year ,Dry chillies,4549,5922,Species
1129,West Bengal,NADIA,2000,Whole Year ,Potato,3450,93148,Vegetables
1130,West Bengal,NADIA,2000,Whole Year ,Sesamum,15319,14004,Oilseeds
1131,West Bengal,NADIA,2000,Whole Year ,Sugarcane,1772,108260,Sugarcane
1132,West Bengal,NADIA,2000,Whole Year ,Tobacco,80,48,Commercial
1133,West Bengal,NADIA,2000,Whole Year ,Turmeric,1055,1568,Species
1134,West Bengal,NADIA,2000,Winter     ,Rice,28092,44800,Cereal
1135,West Bengal,NADIA,2001,Autumn     ,Rice,55580,124264,Cereal
1136,West Bengal,NADIA,2001,Kharif     ,Arhar/Tur,216,317,Pulses
1137,West Bengal,NADIA,2001,Kharif     ,Dry ginger,188,160,Species
1138,West Bengal,NADIA,2001,Kharif     ,Jowar,10,4,Cereal
1139,West Bengal,NADIA,2001,Kharif     ,Jute,138692,2030589,fibres
1140,West Bengal,NADIA,2001,Kharif     ,Maize,684,1585,Cereal
1141,West Bengal,NADIA,2001,Kharif     ,Mesta,426,4493,fibres
1142,West Bengal,NADIA,2001,Kharif     ,Moong(Green Gram),50,24,Fruits
1143,West Bengal,NADIA,2001,Kharif     ,Small millets,70,69,Cereal
1144,West Bengal,NADIA,2001,Kharif     ,Sunflower,150,199,Oilseeds
1145,West Bengal,NADIA,2001,Kharif     ,Urad,11922,6515,Pulses
1146,West Bengal,NADIA,2001,Rabi       ,Barley,75,129,Cereal
1147,West Bengal,NADIA,2001,Rabi       ,Gram,19159,15944,Beans
1148,West Bengal,NADIA,2001,Rabi       ,Groundnut,3040,4697,Nuts
1149,West Bengal,NADIA,2001,Rabi       ,Khesari,4412,1959,Vegetables
1150,West Bengal,NADIA,2001,Rabi       ,Linseed,3918,2306,Oilseeds
1151,West Bengal,NADIA,2001,Rabi       ,Masoor,22454,8274,Pulses
1152,West Bengal,NADIA,2001,Rabi       ,Moong(Green Gram),165,98,Fruits
1153,West Bengal,NADIA,2001,Rabi       ,Peas & beans (Pulses),4112,2654,Pulses
1154,West Bengal,NADIA,2001,Rabi       ,Rapeseed &Mustard,83099,54206,Oilseeds
1155,West Bengal,NADIA,2001,Rabi       ,Urad,2940,2023,Pulses
1156,West Bengal,NADIA,2001,Rabi       ,Wheat,58361,117529,Cereal
1157,West Bengal,NADIA,2001,Summer     ,Groundnut,3015,4770,Nuts
1158,West Bengal,NADIA,2001,Summer     ,Moong(Green Gram),1366,535,Fruits
1159,West Bengal,NADIA,2001,Summer     ,Rice,156157,534539,Cereal
1160,West Bengal,NADIA,2001,Whole Year ,Arecanut,282,283,Nuts
1161,West Bengal,NADIA,2001,Whole Year ,Coconut ,798,12005.1,Fruits
1162,West Bengal,NADIA,2001,Whole Year ,Dry chillies,4420,4102,Species
1163,West Bengal,NADIA,2001,Whole Year ,Potato,4414,106164,Vegetables
1164,West Bengal,NADIA,2001,Whole Year ,Sesamum,15067,13922,Oilseeds
1165,West Bengal,NADIA,2001,Whole Year ,Sugarcane,2965,202850,Sugarcane
1166,West Bengal,NADIA,2001,Whole Year ,Tobacco,82,50,Commercial
1167,West Bengal,NADIA,2001,Whole Year ,Turmeric,644,864,Species
1168,West Bengal,NADIA,2001,Winter     ,Rice,129902,299924,Cereal
1169,West Bengal,NADIA,2002,Autumn     ,Dry chillies,2121,1595,Species
1170,West Bengal,NADIA,2002,Autumn     ,Rice,55185,118693,Cereal
1171,West Bengal,NADIA,2002,Kharif     ,Arhar/Tur,249,264,Pulses
1172,West Bengal,NADIA,2002,Kharif     ,Dry ginger,163,176,Species
1173,West Bengal,NADIA,2002,Kharif     ,Jowar,10,8,Cereal
1174,West Bengal,NADIA,2002,Kharif     ,Jute,139745,1925434,fibres
1175,West Bengal,NADIA,2002,Kharif     ,Maize,347,697,Cereal
1176,West Bengal,NADIA,2002,Kharif     ,Mesta,515,4430,fibres
1177,West Bengal,NADIA,2002,Kharif     ,Moong(Green Gram),68,31,Fruits
1178,West Bengal,NADIA,2002,Kharif     ,Small millets,145,276,Cereal
1179,West Bengal,NADIA,2002,Kharif     ,Sunflower,460,775,Oilseeds
1180,West Bengal,NADIA,2002,Kharif     ,Urad,15764,11895,Pulses
1181,West Bengal,NADIA,2002,Rabi       ,Barley,88,48,Cereal
1182,West Bengal,NADIA,2002,Rabi       ,Dry chillies,2387,3024,Species
1183,West Bengal,NADIA,2002,Rabi       ,Gram,16288,14284,Beans
1184,West Bengal,NADIA,2002,Rabi       ,Groundnut,3050,4874,Nuts
1185,West Bengal,NADIA,2002,Rabi       ,Khesari,4562,3598,Vegetables
1186,West Bengal,NADIA,2002,Rabi       ,Linseed,1877,1131,Oilseeds
1187,West Bengal,NADIA,2002,Rabi       ,Masoor,20767,15827,Pulses
1188,West Bengal,NADIA,2002,Rabi       ,Moong(Green Gram),180,102,Fruits
1189,West Bengal,NADIA,2002,Rabi       ,Peas & beans (Pulses),4991,4428,Pulses
1190,West Bengal,NADIA,2002,Rabi       ,Rapeseed &Mustard,85437,76789,Oilseeds
1191,West Bengal,NADIA,2002,Rabi       ,Safflower,5,14,Oilseeds
1192,West Bengal,NADIA,2002,Rabi       ,Urad,3050,2242,Pulses
1193,West Bengal,NADIA,2002,Rabi       ,Wheat,58410,126850,Cereal
1194,West Bengal,NADIA,2002,Summer     ,Groundnut,2175,3480,Nuts
1195,West Bengal,NADIA,2002,Summer     ,Moong(Green Gram),831,340,Fruits
1196,West Bengal,NADIA,2002,Summer     ,Rice,158907,552776,Cereal
1197,West Bengal,NADIA,2002,Summer     ,Sesamum,15906,17267,Oilseeds
1198,West Bengal,NADIA,2002,Whole Year ,Arecanut,301,304,Nuts
1199,West Bengal,NADIA,2002,Whole Year ,Coconut ,829,12600.8,Fruits
1200,West Bengal,NADIA,2002,Whole Year ,Sugarcane,2693,219485,Sugarcane
1201,West Bengal,NADIA,2002,Whole Year ,Tobacco,85,53,Commercial
1202,West Bengal,NADIA,2002,Whole Year ,Turmeric,629,1003,Species
1203,West Bengal,NADIA,2002,Winter     ,Potato,4124,99641,Vegetables
1204,West Bengal,NADIA,2002,Winter     ,Rice,127639,327586,Cereal
1205,West Bengal,NADIA,2002,Winter     ,Sesamum,37,23,Oilseeds
1206,West Bengal,NADIA,2003,Autumn     ,Rice,61458,135358,Cereal
1207,West Bengal,NADIA,2003,Kharif     ,Arhar/Tur,135,137,Pulses
1208,West Bengal,NADIA,2003,Kharif     ,Dry ginger,157,184,Species
1209,West Bengal,NADIA,2003,Kharif     ,Jowar,10,7,Cereal
1210,West Bengal,NADIA,2003,Kharif     ,Jute,130586,1868158,fibres
1211,West Bengal,NADIA,2003,Kharif     ,Maize,2669,6637,Cereal
1212,West Bengal,NADIA,2003,Kharif     ,Mesta,378,3032,fibres
1213,West Bengal,NADIA,2003,Kharif     ,Moong(Green Gram),64,33,Fruits
1214,West Bengal,NADIA,2003,Kharif     ,Small millets,65,97,Cereal
1215,West Bengal,NADIA,2003,Kharif     ,Sunflower,1345,1236,Oilseeds
1216,West Bengal,NADIA,2003,Kharif     ,Urad,17514,13235,Pulses
1217,West Bengal,NADIA,2003,Rabi       ,Barley,368,510,Cereal
1218,West Bengal,NADIA,2003,Rabi       ,Gram,13275,14081,Beans
1219,West Bengal,NADIA,2003,Rabi       ,Groundnut,3263,5218,Nuts
1220,West Bengal,NADIA,2003,Rabi       ,Khesari,3122,2566,Vegetables
1221,West Bengal,NADIA,2003,Rabi       ,Linseed,694,372,Oilseeds
1222,West Bengal,NADIA,2003,Rabi       ,Masoor,20598,15989,Pulses
1223,West Bengal,NADIA,2003,Rabi       ,Moong(Green Gram),148,96,Fruits
1224,West Bengal,NADIA,2003,Rabi       ,Peas & beans (Pulses),3806,4279,Pulses
1225,West Bengal,NADIA,2003,Rabi       ,Rapeseed &Mustard,83598,79825,Oilseeds
1226,West Bengal,NADIA,2003,Rabi       ,Safflower,290,47,Oilseeds
1227,West Bengal,NADIA,2003,Rabi       ,Urad,1848,1482,Pulses
1228,West Bengal,NADIA,2003,Rabi       ,Wheat,58848,134872,Cereal
1229,West Bengal,NADIA,2003,Summer     ,Groundnut,2196,3718,Nuts
1230,West Bengal,NADIA,2003,Summer     ,Moong(Green Gram),11,3,Fruits
1231,West Bengal,NADIA,2003,Summer     ,Rice,118822,397368,Cereal
1232,West Bengal,NADIA,2003,Whole Year ,Arecanut,319,321,Nuts
1233,West Bengal,NADIA,2003,Whole Year ,Coconut ,857,12998,Fruits
1234,West Bengal,NADIA,2003,Whole Year ,Dry chillies,4770,5177,Species
1235,West Bengal,NADIA,2003,Whole Year ,Potato,3867,95731,Vegetables
1236,West Bengal,NADIA,2003,Whole Year ,Sesamum,14330,14911,Oilseeds
1237,West Bengal,NADIA,2003,Whole Year ,Sugarcane,1908,140569,Sugarcane
1238,West Bengal,NADIA,2003,Whole Year ,Tobacco,60,39,Commercial
1239,West Bengal,NADIA,2003,Whole Year ,Turmeric,661,1062,Species
1240,West Bengal,NADIA,2003,Winter     ,Rice,129396,307364,Cereal
1241,West Bengal,NADIA,2004,Autumn     ,Rice,56617,123805,Cereal
1242,West Bengal,NADIA,2004,Kharif     ,Dry ginger,157,184,Species
1243,West Bengal,NADIA,2004,Kharif     ,Jowar,10,7,Cereal
1244,West Bengal,NADIA,2004,Kharif     ,Jute,115170,1714874,fibres
1245,West Bengal,NADIA,2004,Kharif     ,Maize,1743,4830,Cereal
1246,West Bengal,NADIA,2004,Kharif     ,Mesta,122,1216,fibres
1247,West Bengal,NADIA,2004,Kharif     ,Moong(Green Gram),60,31,Fruits
1248,West Bengal,NADIA,2004,Kharif     ,Small millets,117,211,Cereal
1249,West Bengal,NADIA,2004,Kharif     ,Sunflower,1370,2092,Oilseeds
1250,West Bengal,NADIA,2004,Kharif     ,Urad,6682,6224,Pulses
1251,West Bengal,NADIA,2004,Rabi       ,Arhar/Tur,110,97,Pulses
1252,West Bengal,NADIA,2004,Rabi       ,Barley,116,91,Cereal
1253,West Bengal,NADIA,2004,Rabi       ,Gram,8712,9756,Beans
1254,West Bengal,NADIA,2004,Rabi       ,Khesari,1743,1306,Vegetables
1255,West Bengal,NADIA,2004,Rabi       ,Linseed,390,221,Oilseeds
